id,clvmun,municipio,clvedo,estado,clvrha,rha,clvacuifer,acuifero,titulo,numapro,uso,grupouso,volsb,clavelocal,nomlocal,gastoma,sciansecto,sciansubra,usuario,corterepda,titular,x_coord,y_coord
799380,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",5,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.431,24.117
799381,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",25,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.429,24.120
799383,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",29,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.383,24.083
799385,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",26,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.430,24.120
799386,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",13,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.352,24.113
799387,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",19,Pecuario,Agropecuario,1500.000000000000000,,El Centenario,0.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.427,24.118
799388,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",31,Pecuario,Agropecuario,1500.000000000000000,,El Centenario,0.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.400,24.079
799389,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",24,Pecuario,Agropecuario,1500.000000000000000,,El Centenario,0.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.429,24.119
799390,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",16,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,0.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.424,24.110
799391,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",10,Pecuario,Agropecuario,1500.000000000000000,,El Centenario,0.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.429,24.117
799392,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",30,Pecuario,Agropecuario,1500.000000000000000,,El Centenario,0.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.381,24.067
799403,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102409/06AMOC08",1,Agr�cola inscrito,Agropecuario,100000.000000000000000,,El Centenario,45.000000000000000,,,,2023,EJIDO EL CENTENARIO,-110.371,24.119
